orig_path,proc_path,subject,label,split
data\raw\Sub2\Happy\1429.jpg,data\processed\happy\Sub2_1429.png,Sub2,happy,train
data\raw\Sub1\Eyeclose\210.jpg,data\processed\eyeclose\Sub1_210.png,Sub1,eyeclose,train
data\raw\Sub1\Neutral\155.jpg,data\processed\neutral\Sub1_155.png,Sub1,neutral,train
data\raw\Sub2\Eyeclose\1790.jpg,data\processed\eyeclose\Sub2_1790.png,Sub2,eyeclose,train
data\raw\Sub2\Eyeclose\1653.jpg,data\processed\eyeclose\Sub2_1653.png,Sub2,eyeclose,train
data\raw\Sub2\Eyeclose\1217.jpg,data\processed\eyeclose\Sub2_1217.png,Sub2,eyeclose,train
data\raw\Sub2\Eyeclose\1615.jpg,data\processed\eyeclose\Sub2_1615.png,Sub2,eyeclose,train
data\raw\Sub2\Neutral\987.jpg,data\processed\neutral\Sub2_987.png,Sub2,neutral,train
data\raw\Sub1\Neutral\21.jpg,data\processed\neutral\Sub1_21.png,Sub1,neutral,train
data\raw\Sub3\Neutral\2872.jpg,data\processed\neutral\Sub3_2872.png,Sub3,neutral,train
data\raw\Sub3\Yawn\3225.jpg,data\processed\yawn\Sub3_3225.png,Sub3,yawn,train
data\raw\Sub1\Neutral\46.jpg,data\processed\neutral\Sub1_46.png,Sub1,neutral,train
data\raw\Sub2\Eyeclose\1210.jpg,data\processed\eyeclose\Sub2_1210.png,Sub2,eyeclose,train
data\raw\Sub3\Yawn\3699.jpg,data\processed\yawn\Sub3_3699.png,Sub3,yawn,train
data\raw\Sub3\Neutral\2906.jpg,data\processed\neutral\Sub3_2906.png,Sub3,neutral,train
data\raw\Sub2\Eyeclose\1607.jpg,data\processed\eyeclose\Sub2_1607.png,Sub2,eyeclose,train
data\raw\Sub2\Happy\1482.jpg,data\processed\happy\Sub2_1482.png,Sub2,happy,train
data\raw\Sub2\Eyeclose\1133.jpg,data\processed\eyeclose\Sub2_1133.png,Sub2,eyeclose,train
data\raw\Sub1\Neutral\38.jpg,data\processed\neutral\Sub1_38.png,Sub1,neutral,train
data\raw\Sub1\Eyeclose\356.jpg,data\processed\eyeclose\Sub1_356.png,Sub1,eyeclose,train
data\raw\Sub2\Yawn\1327.jpg,data\processed\yawn\Sub2_1327.png,Sub2,yawn,train
data\raw\Sub1\Eyeclose\301.jpg,data\processed\eyeclose\Sub1_301.png,Sub1,eyeclose,train
data\raw\Sub2\Neutral\968.jpg,data\processed\neutral\Sub2_968.png,Sub2,neutral,train
data\raw\Sub2\Eyeclose\1166.jpg,data\processed\eyeclose\Sub2_1166.png,Sub2,eyeclose,train
data\raw\Sub2\Eyeclose\1632.jpg,data\processed\eyeclose\Sub2_1632.png,Sub2,eyeclose,train
data\raw\Sub2\Neutral\1026.jpg,data\processed\neutral\Sub2_1026.png,Sub2,neutral,train
data\raw\Sub2\Neutral\1570.jpg,data\processed\neutral\Sub2_1570.png,Sub2,neutral,train
data\raw\Sub1\Neutral\67.jpg,data\processed\neutral\Sub1_67.png,Sub1,neutral,train
data\raw\Sub3\Eyeclose\3436.jpg,data\processed\eyeclose\Sub3_3436.png,Sub3,eyeclose,train
data\raw\Sub3\Happy\3561.jpg,data\processed\happy\Sub3_3561.png,Sub3,happy,train
data\raw\Sub2\Neutral\1515.jpg,data\processed\neutral\Sub2_1515.png,Sub2,neutral,train
data\raw\Sub2\Eyeclose\1219.jpg,data\processed\eyeclose\Sub2_1219.png,Sub2,eyeclose,train
data\raw\Sub2\Neutral\985.jpg,data\processed\neutral\Sub2_985.png,Sub2,neutral,train
data\raw\Sub3\Eyeclose\3443.jpg,data\processed\eyeclose\Sub3_3443.png,Sub3,eyeclose,train
data\raw\Sub3\Yawn\3205.jpg,data\processed\yawn\Sub3_3205.png,Sub3,yawn,train
data\raw\Sub2\Eyeclose\1151.jpg,data\processed\eyeclose\Sub2_1151.png,Sub2,eyeclose,train
data\raw\Sub3\Neutral\2823.jpg,data\processed\neutral\Sub3_2823.png,Sub3,neutral,train
data\raw\Sub3\Yawn\3219.jpg,data\processed\yawn\Sub3_3219.png,Sub3,yawn,train
data\raw\Sub2\Neutral\993.jpg,data\processed\neutral\Sub2_993.png,Sub2,neutral,train
data\raw\Sub2\Eyeclose\1082.jpg,data\processed\eyeclose\Sub2_1082.png,Sub2,eyeclose,train
data\raw\Sub2\Eyeclose\1670.jpg,data\processed\eyeclose\Sub2_1670.png,Sub2,eyeclose,train
data\raw\Sub2\Neutral\1564.jpg,data\processed\neutral\Sub2_1564.png,Sub2,neutral,train
data\raw\Sub3\Eyeclose\3490.jpg,data\processed\eyeclose\Sub3_3490.png,Sub3,eyeclose,train
data\raw\Sub2\Neutral\1030.jpg,data\processed\neutral\Sub2_1030.png,Sub2,neutral,train
data\raw\Sub2\Happy\1490.jpg,data\processed\happy\Sub2_1490.png,Sub2,happy,train
data\raw\Sub2\Eyeclose\1730.jpg,data\processed\eyeclose\Sub2_1730.png,Sub2,eyeclose,train
data\raw\Sub3\Yawn\3710.jpg,data\processed\yawn\Sub3_3710.png,Sub3,yawn,train
data\raw\Sub2\Eyeclose\1199.jpg,data\processed\eyeclose\Sub2_1199.png,Sub2,eyeclose,train
data\raw\Sub3\Eyeclose\3508.jpg,data\processed\eyeclose\Sub3_3508.png,Sub3,eyeclose,train
data\raw\Sub3\Eyeclose\3505.jpg,data\processed\eyeclose\Sub3_3505.png,Sub3,eyeclose,train
data\raw\Sub3\Happy\3543.jpg,data\processed\happy\Sub3_3543.png,Sub3,happy,train
data\raw\Sub3\Neutral\2831.jpg,data\processed\neutral\Sub3_2831.png,Sub3,neutral,train
data\raw\Sub1\Eyeclose\190.jpg,data\processed\eyeclose\Sub1_190.png,Sub1,eyeclose,train
data\raw\Sub1\Eyeclose\810.jpg,data\processed\eyeclose\Sub1_810.png,Sub1,eyeclose,train
data\raw\Sub2\Eyeclose\1169.jpg,data\processed\eyeclose\Sub2_1169.png,Sub2,eyeclose,train
data\raw\Sub2\Eyeclose\1170.jpg,data\processed\eyeclose\Sub2_1170.png,Sub2,eyeclose,train
data\raw\Sub2\Eyeclose\1641.jpg,data\processed\eyeclose\Sub2_1641.png,Sub2,eyeclose,train
data\raw\Sub3\Eyeclose\3501.jpg,data\processed\eyeclose\Sub3_3501.png,Sub3,eyeclose,train
data\raw\Sub3\Yawn\3232.jpg,data\processed\yawn\Sub3_3232.png,Sub3,yawn,train
data\raw\Sub1\Neutral\91.jpg,data\processed\neutral\Sub1_91.png,Sub1,neutral,train
data\raw\Sub1\Neutral\42.jpg,data\processed\neutral\Sub1_42.png,Sub1,neutral,train
data\raw\Sub2\Eyeclose\1744.jpg,data\processed\eyeclose\Sub2_1744.png,Sub2,eyeclose,train
data\raw\Sub2\Eyeclose\1184.jpg,data\processed\eyeclose\Sub2_1184.png,Sub2,eyeclose,train
data\raw\Sub2\Eyeclose\1722.jpg,data\processed\eyeclose\Sub2_1722.png,Sub2,eyeclose,train
data\raw\Sub1\Yawn\486.jpg,data\processed\yawn\Sub1_486.png,Sub1,yawn,train
data\raw\Sub3\Eyeclose\3441.jpg,data\processed\eyeclose\Sub3_3441.png,Sub3,eyeclose,train
data\raw\Sub3\Eyeclose\3440.jpg,data\processed\eyeclose\Sub3_3440.png,Sub3,eyeclose,train
data\raw\Sub1\Eyeclose\781.jpg,data\processed\eyeclose\Sub1_781.png,Sub1,eyeclose,train
data\raw\Sub3\Neutral\2882.jpg,data\processed\neutral\Sub3_2882.png,Sub3,neutral,train
data\raw\Sub1\Yawn\449.jpg,data\processed\yawn\Sub1_449.png,Sub1,yawn,train
data\raw\Sub1\Eyeclose\789.jpg,data\processed\eyeclose\Sub1_789.png,Sub1,eyeclose,train
data\raw\Sub3\Eyeclose\2963.jpg,data\processed\eyeclose\Sub3_2963.png,Sub3,eyeclose,train
data\raw\Sub3\Happy\3573.jpg,data\processed\happy\Sub3_3573.png,Sub3,happy,train
data\raw\Sub2\Happy\1477.jpg,data\processed\happy\Sub2_1477.png,Sub2,happy,train
data\raw\Sub2\Neutral\1543.jpg,data\processed\neutral\Sub2_1543.png,Sub2,neutral,train
data\raw\Sub2\Eyeclose\1191.jpg,data\processed\eyeclose\Sub2_1191.png,Sub2,eyeclose,train
data\raw\Sub2\Eyeclose\1780.jpg,data\processed\eyeclose\Sub2_1780.png,Sub2,eyeclose,train
data\raw\Sub1\Eyeclose\327.jpg,data\processed\eyeclose\Sub1_327.png,Sub1,eyeclose,train
data\raw\Sub1\Neutral\9.jpg,data\processed\neutral\Sub1_9.png,Sub1,neutral,train
data\raw\Sub3\Neutral\2850.jpg,data\processed\neutral\Sub3_2850.png,Sub3,neutral,train
data\raw\Sub1\Yawn\491.jpg,data\processed\yawn\Sub1_491.png,Sub1,yawn,train
data\raw\Sub1\Eyeclose\345.jpg,data\processed\eyeclose\Sub1_345.png,Sub1,eyeclose,train
data\raw\Sub2\Eyeclose\1593.jpg,data\processed\eyeclose\Sub2_1593.png,Sub2,eyeclose,train
data\raw\Sub2\Neutral\1539.jpg,data\processed\neutral\Sub2_1539.png,Sub2,neutral,train
data\raw\Sub2\Happy\1430.jpg,data\processed\happy\Sub2_1430.png,Sub2,happy,train
data\raw\Sub1\Neutral\80.jpg,data\processed\neutral\Sub1_80.png,Sub1,neutral,train
data\raw\Sub2\Eyeclose\1181.jpg,data\processed\eyeclose\Sub2_1181.png,Sub2,eyeclose,train
data\raw\Sub2\Happy\1491.jpg,data\processed\happy\Sub2_1491.png,Sub2,happy,train
data\raw\Sub1\Neutral\130.jpg,data\processed\neutral\Sub1_130.png,Sub1,neutral,train
data\raw\Sub1\Eyeclose\808.jpg,data\processed\eyeclose\Sub1_808.png,Sub1,eyeclose,train
data\raw\Sub2\Eyeclose\1610.jpg,data\processed\eyeclose\Sub2_1610.png,Sub2,eyeclose,train
data\raw\Sub1\Eyeclose\782.jpg,data\processed\eyeclose\Sub1_782.png,Sub1,eyeclose,train
data\raw\Sub2\Eyeclose\1762.jpg,data\processed\eyeclose\Sub2_1762.png,Sub2,eyeclose,train
data\raw\Sub2\Happy\1456.jpg,data\processed\happy\Sub2_1456.png,Sub2,happy,train
data\raw\Sub2\Neutral\1574.jpg,data\processed\neutral\Sub2_1574.png,Sub2,neutral,train
data\raw\Sub2\Eyeclose\1599.jpg,data\processed\eyeclose\Sub2_1599.png,Sub2,eyeclose,train
data\raw\Sub2\Yawn\1309.jpg,data\processed\yawn\Sub2_1309.png,Sub2,yawn,train
data\raw\Sub2\Eyeclose\1751.jpg,data\processed\eyeclose\Sub2_1751.png,Sub2,eyeclose,train
data\raw\Sub1\Neutral\16.jpg,data\processed\neutral\Sub1_16.png,Sub1,neutral,train
data\raw\Sub1\Eyeclose\331.jpg,data\processed\eyeclose\Sub1_331.png,Sub1,eyeclose,train
data\raw\Sub2\Eyeclose\1743.jpg,data\processed\eyeclose\Sub2_1743.png,Sub2,eyeclose,train
data\raw\Sub1\Neutral\125.jpg,data\processed\neutral\Sub1_125.png,Sub1,neutral,train
data\raw\Sub3\Eyeclose\3507.jpg,data\processed\eyeclose\Sub3_3507.png,Sub3,eyeclose,train
data\raw\Sub2\Eyeclose\1782.jpg,data\processed\eyeclose\Sub2_1782.png,Sub2,eyeclose,train
data\raw\Sub1\Neutral\105.jpg,data\processed\neutral\Sub1_105.png,Sub1,neutral,train
data\raw\Sub2\Neutral\1001.jpg,data\processed\neutral\Sub2_1001.png,Sub2,neutral,train
data\raw\Sub2\Neutral\1558.jpg,data\processed\neutral\Sub2_1558.png,Sub2,neutral,train
data\raw\Sub3\Eyeclose\2938.jpg,data\processed\eyeclose\Sub3_2938.png,Sub3,eyeclose,train
data\raw\Sub2\Eyeclose\1592.jpg,data\processed\eyeclose\Sub2_1592.png,Sub2,eyeclose,train
data\raw\Sub3\Eyeclose\2948.jpg,data\processed\eyeclose\Sub3_2948.png,Sub3,eyeclose,train
data\raw\Sub3\Neutral\2838.jpg,data\processed\neutral\Sub3_2838.png,Sub3,neutral,train
data\raw\Sub2\Eyeclose\1750.jpg,data\processed\eyeclose\Sub2_1750.png,Sub2,eyeclose,train
data\raw\Sub3\Yawn\3701.jpg,data\processed\yawn\Sub3_3701.png,Sub3,yawn,train
data\raw\Sub3\Neutral\2864.jpg,data\processed\neutral\Sub3_2864.png,Sub3,neutral,train
data\raw\Sub2\Eyeclose\1740.jpg,data\processed\eyeclose\Sub2_1740.png,Sub2,eyeclose,train
data\raw\Sub1\Neutral\133.jpg,data\processed\neutral\Sub1_133.png,Sub1,neutral,train
data\raw\Sub2\Neutral\1550.jpg,data\processed\neutral\Sub2_1550.png,Sub2,neutral,train
data\raw\Sub3\Yawn\3700.jpg,data\processed\yawn\Sub3_3700.png,Sub3,yawn,train
data\raw\Sub2\Neutral\1018.jpg,data\processed\neutral\Sub2_1018.png,Sub2,neutral,train
data\raw\Sub3\Eyeclose\3477.jpg,data\processed\eyeclose\Sub3_3477.png,Sub3,eyeclose,train
data\raw\Sub2\Yawn\1307.jpg,data\processed\yawn\Sub2_1307.png,Sub2,yawn,train
data\raw\Sub1\Eyeclose\795.jpg,data\processed\eyeclose\Sub1_795.png,Sub1,eyeclose,train
data\raw\Sub3\Eyeclose\2959.jpg,data\processed\eyeclose\Sub3_2959.png,Sub3,eyeclose,train
data\raw\Sub3\Neutral\2901.jpg,data\processed\neutral\Sub3_2901.png,Sub3,neutral,train
data\raw\Sub3\Eyeclose\3435.jpg,data\processed\eyeclose\Sub3_3435.png,Sub3,eyeclose,train
data\raw\Sub2\Eyeclose\1097.jpg,data\processed\eyeclose\Sub2_1097.png,Sub2,eyeclose,train
data\raw\Sub1\Neutral\114.jpg,data\processed\neutral\Sub1_114.png,Sub1,neutral,train
data\raw\Sub1\Neutral\82.jpg,data\processed\neutral\Sub1_82.png,Sub1,neutral,train
data\raw\Sub3\Neutral\2825.jpg,data\processed\neutral\Sub3_2825.png,Sub3,neutral,train
data\raw\Sub2\Eyeclose\1149.jpg,data\processed\eyeclose\Sub2_1149.png,Sub2,eyeclose,train
data\raw\Sub3\Eyeclose\3446.jpg,data\processed\eyeclose\Sub3_3446.png,Sub3,eyeclose,train
data\raw\Sub1\Neutral\108.jpg,data\processed\neutral\Sub1_108.png,Sub1,neutral,train
data\raw\Sub3\Eyeclose\3497.jpg,data\processed\eyeclose\Sub3_3497.png,Sub3,eyeclose,train
data\raw\Sub3\Neutral\2860.jpg,data\processed\neutral\Sub3_2860.png,Sub3,neutral,train
data\raw\Sub2\Eyeclose\1767.jpg,data\processed\eyeclose\Sub2_1767.png,Sub2,eyeclose,train
data\raw\Sub3\Neutral\2856.jpg,data\processed\neutral\Sub3_2856.png,Sub3,neutral,train
data\raw\Sub2\Eyeclose\1687.jpg,data\processed\eyeclose\Sub2_1687.png,Sub2,eyeclose,train
data\raw\Sub1\Yawn\476.jpg,data\processed\yawn\Sub1_476.png,Sub1,yawn,train
data\raw\Sub1\Neutral\47.jpg,data\processed\neutral\Sub1_47.png,Sub1,neutral,train
data\raw\Sub3\Neutral\2892.jpg,data\processed\neutral\Sub3_2892.png,Sub3,neutral,train
data\raw\Sub2\Eyeclose\1127.jpg,data\processed\eyeclose\Sub2_1127.png,Sub2,eyeclose,train
data\raw\Sub1\Eyeclose\344.jpg,data\processed\eyeclose\Sub1_344.png,Sub1,eyeclose,train
data\raw\Sub2\Neutral\1019.jpg,data\processed\neutral\Sub2_1019.png,Sub2,neutral,train
data\raw\Sub2\Eyeclose\1764.jpg,data\processed\eyeclose\Sub2_1764.png,Sub2,eyeclose,train
data\raw\Sub1\Eyeclose\192.jpg,data\processed\eyeclose\Sub1_192.png,Sub1,eyeclose,train
data\raw\Sub3\Eyeclose\3444.jpg,data\processed\eyeclose\Sub3_3444.png,Sub3,eyeclose,train
data\raw\Sub1\Neutral\23.jpg,data\processed\neutral\Sub1_23.png,Sub1,neutral,train
data\raw\Sub2\Neutral\991.jpg,data\processed\neutral\Sub2_991.png,Sub2,neutral,train
data\raw\Sub2\Eyeclose\1742.jpg,data\processed\eyeclose\Sub2_1742.png,Sub2,eyeclose,train
data\raw\Sub1\Yawn\465.jpg,data\processed\yawn\Sub1_465.png,Sub1,yawn,train
data\raw\Sub2\Yawn\1339.jpg,data\processed\yawn\Sub2_1339.png,Sub2,yawn,train
data\raw\Sub2\Happy\1475.jpg,data\processed\happy\Sub2_1475.png,Sub2,happy,train
data\raw\Sub1\Eyeclose\807.jpg,data\processed\eyeclose\Sub1_807.png,Sub1,eyeclose,train
data\raw\Sub2\Eyeclose\1078.jpg,data\processed\eyeclose\Sub2_1078.png,Sub2,eyeclose,train
data\raw\Sub2\Eyeclose\1157.jpg,data\processed\eyeclose\Sub2_1157.png,Sub2,eyeclose,train
data\raw\Sub2\Yawn\1336.jpg,data\processed\yawn\Sub2_1336.png,Sub2,yawn,train
data\raw\Sub2\Eyeclose\1787.jpg,data\processed\eyeclose\Sub2_1787.png,Sub2,eyeclose,train
data\raw\Sub2\Eyeclose\1595.jpg,data\processed\eyeclose\Sub2_1595.png,Sub2,eyeclose,train
data\raw\Sub1\Eyeclose\324.jpg,data\processed\eyeclose\Sub1_324.png,Sub1,eyeclose,train
data\raw\Sub2\Eyeclose\1083.jpg,data\processed\eyeclose\Sub2_1083.png,Sub2,eyeclose,train
data\raw\Sub1\Eyeclose\778.jpg,data\processed\eyeclose\Sub1_778.png,Sub1,eyeclose,train
data\raw\Sub3\Yawn\3211.jpg,data\processed\yawn\Sub3_3211.png,Sub3,yawn,train
data\raw\Sub3\Eyeclose\2967.jpg,data\processed\eyeclose\Sub3_2967.png,Sub3,eyeclose,train
data\raw\Sub3\Neutral\2870.jpg,data\processed\neutral\Sub3_2870.png,Sub3,neutral,train
data\raw\Sub2\Neutral\977.jpg,data\processed\neutral\Sub2_977.png,Sub2,neutral,train
data\raw\Sub2\Eyeclose\1643.jpg,data\processed\eyeclose\Sub2_1643.png,Sub2,eyeclose,train
data\raw\Sub2\Eyeclose\1723.jpg,data\processed\eyeclose\Sub2_1723.png,Sub2,eyeclose,train
data\raw\Sub1\Yawn\466.jpg,data\processed\yawn\Sub1_466.png,Sub1,yawn,train
data\raw\Sub2\Yawn\1329.jpg,data\processed\yawn\Sub2_1329.png,Sub2,yawn,train
data\raw\Sub2\Eyeclose\1131.jpg,data\processed\eyeclose\Sub2_1131.png,Sub2,eyeclose,train
data\raw\Sub2\Eyeclose\1096.jpg,data\processed\eyeclose\Sub2_1096.png,Sub2,eyeclose,train
data\raw\Sub2\Eyeclose\1139.jpg,data\processed\eyeclose\Sub2_1139.png,Sub2,eyeclose,train
data\raw\Sub1\Neutral\146.jpg,data\processed\neutral\Sub1_146.png,Sub1,neutral,train
data\raw\Sub2\Neutral\1537.jpg,data\processed\neutral\Sub2_1537.png,Sub2,neutral,train
data\raw\Sub2\Happy\1444.jpg,data\processed\happy\Sub2_1444.png,Sub2,happy,train
data\raw\Sub3\Eyeclose\3527.jpg,data\processed\eyeclose\Sub3_3527.png,Sub3,eyeclose,train
data\raw\Sub3\Eyeclose\3492.jpg,data\processed\eyeclose\Sub3_3492.png,Sub3,eyeclose,train
data\raw\Sub2\Yawn\1299.jpg,data\processed\yawn\Sub2_1299.png,Sub2,yawn,train
data\raw\Sub1\Neutral\18.jpg,data\processed\neutral\Sub1_18.png,Sub1,neutral,train
data\raw\Sub2\Neutral\950.jpg,data\processed\neutral\Sub2_950.png,Sub2,neutral,train
data\raw\Sub1\Eyeclose\352.jpg,data\processed\eyeclose\Sub1_352.png,Sub1,eyeclose,train
data\raw\Sub3\Eyeclose\2953.jpg,data\processed\eyeclose\Sub3_2953.png,Sub3,eyeclose,train
data\raw\Sub2\Neutral\971.jpg,data\processed\neutral\Sub2_971.png,Sub2,neutral,train
data\raw\Sub3\Yawn\3206.jpg,data\processed\yawn\Sub3_3206.png,Sub3,yawn,train
data\raw\Sub3\Neutral\2891.jpg,data\processed\neutral\Sub3_2891.png,Sub3,neutral,train
data\raw\Sub2\Neutral\940.jpg,data\processed\neutral\Sub2_940.png,Sub2,neutral,train
data\raw\Sub2\Neutral\1560.jpg,data\processed\neutral\Sub2_1560.png,Sub2,neutral,train
data\raw\Sub3\Eyeclose\3509.jpg,data\processed\eyeclose\Sub3_3509.png,Sub3,eyeclose,train
data\raw\Sub1\Neutral\107.jpg,data\processed\neutral\Sub1_107.png,Sub1,neutral,train
data\raw\Sub2\Neutral\1547.jpg,data\processed\neutral\Sub2_1547.png,Sub2,neutral,train
data\raw\Sub1\Neutral\72.jpg,data\processed\neutral\Sub1_72.png,Sub1,neutral,train
data\raw\Sub2\Eyeclose\1640.jpg,data\processed\eyeclose\Sub2_1640.png,Sub2,eyeclose,train
data\raw\Sub2\Neutral\1009.jpg,data\processed\neutral\Sub2_1009.png,Sub2,neutral,train
data\raw\Sub3\Eyeclose\3494.jpg,data\processed\eyeclose\Sub3_3494.png,Sub3,eyeclose,train
data\raw\Sub1\Eyeclose\203.jpg,data\processed\eyeclose\Sub1_203.png,Sub1,eyeclose,train
data\raw\Sub2\Eyeclose\1748.jpg,data\processed\eyeclose\Sub2_1748.png,Sub2,eyeclose,train
data\raw\Sub2\Neutral\944.jpg,data\processed\neutral\Sub2_944.png,Sub2,neutral,train
data\raw\Sub2\Yawn\1316.jpg,data\processed\yawn\Sub2_1316.png,Sub2,yawn,train
data\raw\Sub2\Eyeclose\1721.jpg,data\processed\eyeclose\Sub2_1721.png,Sub2,eyeclose,train
data\raw\Sub2\Eyeclose\1749.jpg,data\processed\eyeclose\Sub2_1749.png,Sub2,eyeclose,train
data\raw\Sub1\Yawn\473.jpg,data\processed\yawn\Sub1_473.png,Sub1,yawn,train
data\raw\Sub2\Neutral\1005.jpg,data\processed\neutral\Sub2_1005.png,Sub2,neutral,train
data\raw\Sub2\Yawn\1320.jpg,data\processed\yawn\Sub2_1320.png,Sub2,yawn,train
data\raw\Sub1\Neutral\27.jpg,data\processed\neutral\Sub1_27.png,Sub1,neutral,train
data\raw\Sub2\Neutral\931.jpg,data\processed\neutral\Sub2_931.png,Sub2,neutral,train
data\raw\Sub1\Eyeclose\809.jpg,data\processed\eyeclose\Sub1_809.png,Sub1,eyeclose,train
data\raw\Sub3\Happy\3557.jpg,data\processed\happy\Sub3_3557.png,Sub3,happy,train
data\raw\Sub3\Eyeclose\3439.jpg,data\processed\eyeclose\Sub3_3439.png,Sub3,eyeclose,train
data\raw\Sub3\Neutral\2846.jpg,data\processed\neutral\Sub3_2846.png,Sub3,neutral,train
data\raw\Sub2\Eyeclose\1644.jpg,data\processed\eyeclose\Sub2_1644.png,Sub2,eyeclose,train
data\raw\Sub3\Eyeclose\3429.jpg,data\processed\eyeclose\Sub3_3429.png,Sub3,eyeclose,train
data\raw\Sub1\Neutral\118.jpg,data\processed\neutral\Sub1_118.png,Sub1,neutral,train
data\raw\Sub2\Eyeclose\1142.jpg,data\processed\eyeclose\Sub2_1142.png,Sub2,eyeclose,train
data\raw\Sub2\Yawn\1300.jpg,data\processed\yawn\Sub2_1300.png,Sub2,yawn,train
data\raw\Sub3\Eyeclose\3475.jpg,data\processed\eyeclose\Sub3_3475.png,Sub3,eyeclose,train
data\raw\Sub2\Eyeclose\1746.jpg,data\processed\eyeclose\Sub2_1746.png,Sub2,eyeclose,train
data\raw\Sub1\Eyeclose\308.jpg,data\processed\eyeclose\Sub1_308.png,Sub1,eyeclose,train
data\raw\Sub3\Neutral\2895.jpg,data\processed\neutral\Sub3_2895.png,Sub3,neutral,train
data\raw\Sub2\Eyeclose\1649.jpg,data\processed\eyeclose\Sub2_1649.png,Sub2,eyeclose,train
data\raw\Sub2\Neutral\964.jpg,data\processed\neutral\Sub2_964.png,Sub2,neutral,train
data\raw\Sub2\Eyeclose\1738.jpg,data\processed\eyeclose\Sub2_1738.png,Sub2,eyeclose,train
data\raw\Sub3\Eyeclose\3451.jpg,data\processed\eyeclose\Sub3_3451.png,Sub3,eyeclose,train
data\raw\Sub2\Eyeclose\1650.jpg,data\processed\eyeclose\Sub2_1650.png,Sub2,eyeclose,train
data\raw\Sub2\Neutral\1546.jpg,data\processed\neutral\Sub2_1546.png,Sub2,neutral,train
data\raw\Sub3\Happy\3572.jpg,data\processed\happy\Sub3_3572.png,Sub3,happy,train
data\raw\Sub2\Yawn\1313.jpg,data\processed\yawn\Sub2_1313.png,Sub2,yawn,train
data\raw\Sub3\Eyeclose\3514.jpg,data\processed\eyeclose\Sub3_3514.png,Sub3,eyeclose,train
data\raw\Sub2\Eyeclose\1616.jpg,data\processed\eyeclose\Sub2_1616.png,Sub2,eyeclose,train
data\raw\Sub2\Eyeclose\1658.jpg,data\processed\eyeclose\Sub2_1658.png,Sub2,eyeclose,train
data\raw\Sub1\Neutral\135.jpg,data\processed\neutral\Sub1_135.png,Sub1,neutral,train
data\raw\Sub1\Eyeclose\321.jpg,data\processed\eyeclose\Sub1_321.png,Sub1,eyeclose,train
data\raw\Sub3\Neutral\2836.jpg,data\processed\neutral\Sub3_2836.png,Sub3,neutral,train
data\raw\Sub2\Neutral\989.jpg,data\processed\neutral\Sub2_989.png,Sub2,neutral,train
data\raw\Sub2\Neutral\962.jpg,data\processed\neutral\Sub2_962.png,Sub2,neutral,train
data\raw\Sub3\Eyeclose\3445.jpg,data\processed\eyeclose\Sub3_3445.png,Sub3,eyeclose,train
data\raw\Sub1\Neutral\166.jpg,data\processed\neutral\Sub1_166.png,Sub1,neutral,train
data\raw\Sub3\Neutral\2874.jpg,data\processed\neutral\Sub3_2874.png,Sub3,neutral,train
data\raw\Sub1\Eyeclose\176.jpg,data\processed\eyeclose\Sub1_176.png,Sub1,eyeclose,train
data\raw\Sub1\Neutral\121.jpg,data\processed\neutral\Sub1_121.png,Sub1,neutral,train
data\raw\Sub2\Eyeclose\1765.jpg,data\processed\eyeclose\Sub2_1765.png,Sub2,eyeclose,train
data\raw\Sub2\Happy\1496.jpg,data\processed\happy\Sub2_1496.png,Sub2,happy,train
data\raw\Sub2\Yawn\1306.jpg,data\processed\yawn\Sub2_1306.png,Sub2,yawn,train
data\raw\Sub1\Neutral\83.jpg,data\processed\neutral\Sub1_83.png,Sub1,neutral,train
data\raw\Sub1\Eyeclose\307.jpg,data\processed\eyeclose\Sub1_307.png,Sub1,eyeclose,train
data\raw\Sub1\Eyeclose\189.jpg,data\processed\eyeclose\Sub1_189.png,Sub1,eyeclose,train
data\raw\Sub2\Eyeclose\1214.jpg,data\processed\eyeclose\Sub2_1214.png,Sub2,eyeclose,train
data\raw\Sub1\Neutral\20.jpg,data\processed\neutral\Sub1_20.png,Sub1,neutral,train
data\raw\Sub1\Neutral\64.jpg,data\processed\neutral\Sub1_64.png,Sub1,neutral,train
data\raw\Sub1\Neutral\97.jpg,data\processed\neutral\Sub1_97.png,Sub1,neutral,train
data\raw\Sub1\Eyeclose\780.jpg,data\processed\eyeclose\Sub1_780.png,Sub1,eyeclose,train
data\raw\Sub3\Happy\3570.jpg,data\processed\happy\Sub3_3570.png,Sub3,happy,train
data\raw\Sub1\Eyeclose\184.jpg,data\processed\eyeclose\Sub1_184.png,Sub1,eyeclose,train
data\raw\Sub2\Eyeclose\1678.jpg,data\processed\eyeclose\Sub2_1678.png,Sub2,eyeclose,train
data\raw\Sub3\Yawn\3713.jpg,data\processed\yawn\Sub3_3713.png,Sub3,yawn,train
data\raw\Sub2\Eyeclose\1145.jpg,data\processed\eyeclose\Sub2_1145.png,Sub2,eyeclose,train
data\raw\Sub1\Neutral\70.jpg,data\processed\neutral\Sub1_70.png,Sub1,neutral,train
data\raw\Sub3\Eyeclose\3421.jpg,data\processed\eyeclose\Sub3_3421.png,Sub3,eyeclose,train
data\raw\Sub2\Eyeclose\1590.jpg,data\processed\eyeclose\Sub2_1590.png,Sub2,eyeclose,train
